,prompt,orig_completion,completion
6018,Session Per User by Postal Code,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$postal_code"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:postal_code}"
6019,What's the breakdown of Session Per User by Postal Code in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$postal_code"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:postal_code}"
6020,What's the breakdown of Session Per User by Postal Code in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$postal_code"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:postal_code}"
6021,What's the breakdown of Session Per User by Postal Code in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$postal_code"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:postal_code}"
6022,Session Per User by OS Version,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$os_version"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:os_version}"
6023,What's the breakdown of Session Per User by OS Version in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$os_version"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:os_version}"
6024,What's the breakdown of Session Per User by OS Version in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$os_version"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:os_version}"
6025,What's the breakdown of Session Per User by OS Version in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$os_version"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:os_version}"
6026,Session Per User by 6signal Employee Range,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_employee_range"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:6Signal_employee_range}"
6027,What's the breakdown of Session Per User by 6signal Employee Range in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_employee_range"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:6Signal_employee_range}"
6028,What's the breakdown of Session Per User by 6signal Employee Range in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_employee_range"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:6Signal_employee_range}"
6029,What's the breakdown of Session Per User by 6signal Employee Range in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_employee_range"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:6Signal_employee_range}"
6030,Session Per User by Latest Cost,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_cost"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:latest_cost}"
6031,What's the breakdown of Session Per User by Latest Cost in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_cost"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:latest_cost}"
6032,What's the breakdown of Session Per User by Latest Cost in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_cost"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:latest_cost}"
6033,What's the breakdown of Session Per User by Latest Cost in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_cost"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:latest_cost}"
6034,Session Per User by Initial Page Raw URL,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_raw_url"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:initial_page_raw_url}"
6035,What's the breakdown of Session Per User by Initial Page Raw URL in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_raw_url"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:initial_page_raw_url}"
6036,What's the breakdown of Session Per User by Initial Page Raw URL in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_raw_url"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:initial_page_raw_url}"
6037,What's the breakdown of Session Per User by Initial Page Raw URL in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_raw_url"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:initial_page_raw_url}"
6038,Session Per User by Initial Content,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_content"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:initial_content}"
6039,What's the breakdown of Session Per User by Initial Content in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_content"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:initial_content}"
6040,What's the breakdown of Session Per User by Initial Content in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_content"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:initial_content}"
6041,What's the breakdown of Session Per User by Initial Content in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_content"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:initial_content}"
6042,Session Per User by Device Type,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_type"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:device_type}"
6043,What's the breakdown of Session Per User by Device Type in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_type"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:device_type}"
6044,What's the breakdown of Session Per User by Device Type in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_type"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:device_type}"
6045,What's the breakdown of Session Per User by Device Type in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_type"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:device_type}"
6046,Session Per User by Device Brand,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_brand"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:device_brand}"
6047,What's the breakdown of Session Per User by Device Brand in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_brand"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:device_brand}"
6048,What's the breakdown of Session Per User by Device Brand in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_brand"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:device_brand}"
6049,What's the breakdown of Session Per User by Device Brand in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_brand"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:device_brand}"
6050,Session Per User by Total Revenue,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$total_revenue"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:total_revenue}"
6051,What's the breakdown of Session Per User by Total Revenue in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$total_revenue"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:total_revenue}"
6052,What's the breakdown of Session Per User by Total Revenue in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$total_revenue"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:total_revenue}"
6053,What's the breakdown of Session Per User by Total Revenue in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$total_revenue"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:total_revenue}"
6054,Session Per User by Initial Referrer URL,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_referrer_url"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:initial_referrer_url}"
