,prompt,orig_completion,completion
6729,What's the breakdown of Bounce rate by Hour of First Event in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$hour_of_first_event"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:hour_of_first_event}"
6730,What's the breakdown of Bounce rate by Hour of First Event in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$hour_of_first_event"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:hour_of_first_event}"
6731,What's the breakdown of Bounce rate by Hour of First Event in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$hour_of_first_event"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:hour_of_first_event}"
6732,Bounce rate by Initial Cost,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_cost"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:initial_cost}"
6733,What's the breakdown of Bounce rate by Initial Cost in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_cost"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:initial_cost}"
6734,What's the breakdown of Bounce rate by Initial Cost in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_cost"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:initial_cost}"
6735,What's the breakdown of Bounce rate by Initial Cost in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_cost"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:initial_cost}"
6736,Bounce rate by Device Carrier,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_carrier"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:device_carrier}"
6737,What's the breakdown of Bounce rate by Device Carrier in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_carrier"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:device_carrier}"
6738,What's the breakdown of Bounce rate by Device Carrier in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_carrier"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:device_carrier}"
6739,What's the breakdown of Bounce rate by Device Carrier in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_carrier"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:device_carrier}"
6740,Bounce rate by First Name,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$first_name"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:first_name}"
6741,What's the breakdown of Bounce rate by First Name in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$first_name"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:first_name}"
6742,What's the breakdown of Bounce rate by First Name in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$first_name"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:first_name}"
6743,What's the breakdown of Bounce rate by First Name in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$first_name"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:first_name}"
6744,Bounce rate by 6signal Region,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_region"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:6Signal_region}"
6745,What's the breakdown of Bounce rate by 6signal Region in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_region"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:6Signal_region}"
6746,What's the breakdown of Bounce rate by 6signal Region in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_region"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:6Signal_region}"
6747,What's the breakdown of Bounce rate by 6signal Region in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_region"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:6Signal_region}"
6748,Bounce rate by Latest Campaign,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_campaign"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:latest_campaign}"
6749,What's the breakdown of Bounce rate by Latest Campaign in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_campaign"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:latest_campaign}"
6750,What's the breakdown of Bounce rate by Latest Campaign in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_campaign"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:latest_campaign}"
6751,What's the breakdown of Bounce rate by Latest Campaign in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_campaign"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:latest_campaign}"
6752,Bounce rate by 6signal Naics,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_naics"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:6Signal_naics}"
6753,What's the breakdown of Bounce rate by 6signal Naics in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_naics"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:6Signal_naics}"
6754,What's the breakdown of Bounce rate by 6signal Naics in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_naics"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:6Signal_naics}"
6755,What's the breakdown of Bounce rate by 6signal Naics in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_naics"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:6Signal_naics}"
6756,Bounce rate by 6signal State,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_state"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:6Signal_state}"
6757,What's the breakdown of Bounce rate by 6signal State in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_state"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:6Signal_state}"
6758,What's the breakdown of Bounce rate by 6signal State in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_state"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:6Signal_state}"
6759,What's the breakdown of Bounce rate by 6signal State in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_state"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:6Signal_state}"
6760,Bounce rate by Latest Page Domain,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_domain"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:latest_page_domain}"
6761,What's the breakdown of Bounce rate by Latest Page Domain in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_domain"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:latest_page_domain}"
6762,What's the breakdown of Bounce rate by Latest Page Domain in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_domain"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:latest_page_domain}"
6763,What's the breakdown of Bounce rate by Latest Page Domain in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_domain"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:latest_page_domain}"
6764,Bounce rate by 6signal Country Iso Code,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_country_iso_code"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:6Signal_country_iso_code}"
6765,What's the breakdown of Bounce rate by 6signal Country Iso Code in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_country_iso_code"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:6Signal_country_iso_code}"
6766,What's the breakdown of Bounce rate by 6signal Country Iso Code in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_country_iso_code"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:6Signal_country_iso_code}"
6767,What's the breakdown of Bounce rate by 6signal Country Iso Code in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_country_iso_code"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:6Signal_country_iso_code}"
6768,Bounce rate by 6signal Phone,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_phone"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:6Signal_phone}"
6769,What's the breakdown of Bounce rate by 6signal Phone in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_phone"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:6Signal_phone}"
